model,model_type,pair_id,category,phenomenon,good_sentence,bad_sentence,good_score,bad_score,score_difference,correct,time_taken
phi3.5:latest,mlm,455,island_effects,adjunct_island,Who is Melanie astounding after embarrassing Judy?,Who is Melanie astounding Judy after embarrassing?,-1.0,-2.5,1.5,True,0.3141958713531494
phi3.5:latest,mlm,456,island_effects,adjunct_island,What is Gregory breaking before admiring the dish?,What is Gregory breaking the dish before admiring?,0.0,-1.0,1.0,True,0.31249094009399414
phi3.5:latest,mlm,457,island_effects,adjunct_island,What has Kayla biked to after fleeing from the museums?,What has Kayla biked to the museums after fleeing from?,0.0,-1.5,1.5,True,0.41605591773986816
phi3.5:latest,mlm,458,island_effects,adjunct_island,Who had Amelia noticed before worrying Andrea?,Who had Amelia noticed Andrea before worrying?,0.0,-1.0,1.0,True,0.31128811836242676
phi3.5:latest,mlm,459,island_effects,adjunct_island,What would this muffin look like while looking like every print?,What would this muffin look like every print while looking like?,-1.5,-2.5,1.0,True,0.31183791160583496
phi3.5:latest,mlm,460,island_effects,adjunct_island,Who was Jessica astounding after referencing Margaret?,Who was Jessica astounding Margaret after referencing?,-1.0,-1.5,0.5,True,0.3105010986328125
phi3.5:latest,mlm,461,island_effects,adjunct_island,Who should a screen impress without disgusting Karla?,Who should a screen impress Karla without disgusting?,1.0,-1.0,2.0,True,0.31279897689819336
phi3.5:latest,mlm,462,island_effects,adjunct_island,Who can Eva care for while hiding Lawrence?,Who can Eva care for Lawrence while hiding?,0.0,1.0,-1.0,False,0.3103048801422119
phi3.5:latest,mlm,463,island_effects,adjunct_island,Who has Sally loved after admiring those girls?,Who has Sally loved those girls after admiring?,0.0,-1.0,1.0,True,0.3116598129272461
phi3.5:latest,mlm,464,island_effects,adjunct_island,Who could Mitchell distract before leaving a pedestrian?,Who could Mitchell distract a pedestrian before leaving?,-1.0,1.0,-2.0,False,0.3137640953063965
phi3.5:latest,mlm,465,island_effects,adjunct_island,Who can Tara alarm after talking about Samantha?,Who can Tara alarm Samantha after talking about?,1.0,-1.0,2.0,True,0.31232428550720215
phi3.5:latest,mlm,466,island_effects,adjunct_island,Who could Kristen talk to before concealing Nina?,Who could Kristen talk to Nina before concealing?,0.0,-1.0,1.0,True,0.3112471103668213
phi3.5:latest,mlm,467,island_effects,adjunct_island,Who had Scott hugged before approaching Tracy?,Who had Scott hugged Tracy before approaching?,1.0,1.0,0.0,False,0.31064605712890625
phi3.5:latest,mlm,468,island_effects,adjunct_island,Who had every actor cared for before healing Linda?,Who had every actor cared for Linda before healing?,-1.0,-1.0,0.0,False,0.31142592430114746
phi3.5:latest,mlm,469,island_effects,adjunct_island,What has Benjamin messed up while exploring many cafes?,What has Benjamin messed up many cafes while exploring?,1.0,-1.0,2.0,True,0.3114309310913086
phi3.5:latest,mlm,470,island_effects,adjunct_island,Who is Renee criticizing without approaching Tracy?,Who is Renee criticizing Tracy without approaching?,1.0,1.0,0.0,False,0.3120157718658447
phi3.5:latest,mlm,471,island_effects,adjunct_island,Who has every organization forgotten without stunning Brenda?,Who has every organization forgotten Brenda without stunning?,-1.0,-1.5,0.5,True,0.31203579902648926
phi3.5:latest,mlm,472,island_effects,adjunct_island,Who could music annoy while shocking Mitchell?,Who could music annoy Mitchell while shocking?,-1.5,-2.5,1.0,True,0.31107282638549805
phi3.5:latest,mlm,473,island_effects,adjunct_island,What are the Clintons researching without concealing those sketches?,What are the Clintons researching those sketches without concealing?,0.0,-1.0,1.0,True,0.41606998443603516
phi3.5:latest,mlm,474,island_effects,adjunct_island,Who had the spinach worried after shocking Phillip?,Who had the spinach worried Phillip after shocking?,-1.0,-1.5,0.5,True,0.31192612648010254
phi3.5:latest,mlm,475,island_effects,adjunct_island,What can Mitchell discuss after describing most movies?,What can Mitchell discuss most movies after describing?,2.0,-1.0,3.0,True,0.31102633476257324
phi3.5:latest,mlm,476,island_effects,adjunct_island,Who would all schools criticize while embarrassing Andrea?,Who would all schools criticize Andrea while embarrassing?,-1.5,-2.5,1.0,True,0.3105177879333496
phi3.5:latest,mlm,477,island_effects,adjunct_island,What was John cleaning before disturbing all hospitals?,What was John cleaning all hospitals before disturbing?,-1.0,-1.0,0.0,False,0.31284618377685547
phi3.5:latest,mlm,478,island_effects,adjunct_island,Who is Cindy approaching without insulting Nina?,Who is Cindy approaching Nina without insulting?,1.0,0.0,1.0,True,0.313601016998291
phi3.5:latest,mlm,479,island_effects,adjunct_island,Who did Martha discover without thinking about Kenneth?,Who did Martha discover Kenneth without thinking about?,1.5,1.0,0.5,True,0.31001806259155273
phi3.5:latest,mlm,480,island_effects,adjunct_island,Who can all committees talk about before upsetting a guest?,Who can all committees talk about a guest before upsetting?,-1.0,-1.5,0.5,True,0.3112609386444092
phi3.5:latest,mlm,481,island_effects,adjunct_island,Who had Kathleen described without working with some actress?,Who had Kathleen described some actress without working with?,-1.0,-1.0,0.0,False,0.3115651607513428
phi3.5:latest,mlm,482,island_effects,adjunct_island,Who was Beth firing after insulting Marie?,Who was Beth firing Marie after insulting?,1.0,0.0,1.0,True,0.31084632873535156
phi3.5:latest,mlm,483,island_effects,adjunct_island,Who did this patient flee from without discovering the Lutherans?,Who did this patient flee from the Lutherans without discovering?,0.0,-1.0,1.0,True,0.3138117790222168
phi3.5:latest,mlm,484,island_effects,adjunct_island,What did Douglas bring without irritating some banks?,What did Douglas bring some banks without irritating?,1.0,-1.5,2.5,True,0.3138918876647949
phi3.5:latest,mlm,485,island_effects,adjunct_island,Who has Debra cared for while boasting about Lisa?,Who has Debra cared for Lisa while boasting about?,0.0,-1.0,1.0,True,0.3128349781036377
phi3.5:latest,mlm,486,island_effects,adjunct_island,Who does Diane talk to after hurting Galileo?,Who does Diane talk to Galileo after hurting?,1.0,-1.0,2.0,True,0.31282711029052734
phi3.5:latest,mlm,487,island_effects,adjunct_island,What is Karen cleaning before thinking about this print?,What is Karen cleaning this print before thinking about?,1.0,-1.0,2.0,True,0.3105030059814453
phi3.5:latest,mlm,488,island_effects,adjunct_island,What was Scott driving to without running around some malls?,What was Scott driving to some malls without running around?,0.0,0.0,0.0,False,0.31253814697265625
phi3.5:latest,mlm,489,island_effects,adjunct_island,What could Craig take without escaping from all high schools?,What could Craig take all high schools without escaping from?,0.0,-1.0,1.0,True,0.311694860458374
phi3.5:latest,mlm,490,island_effects,adjunct_island,What has Judy broken while concealing a window?,What has Judy broken a window while concealing?,1.0,1.0,0.0,False,0.3114359378814697
phi3.5:latest,mlm,491,island_effects,adjunct_island,Who will a senator escape from without criticizing this student?,Who will a senator escape from this student without criticizing?,-2.5,-2.5,0.0,False,0.31082630157470703
phi3.5:latest,mlm,492,island_effects,adjunct_island,What has the guy explored before dropping by the closet?,What has the guy explored the closet before dropping by?,1.0,1.0,0.0,False,0.4160499572753906
phi3.5:latest,mlm,493,island_effects,adjunct_island,What has the waitress broken before breaking a computer?,What has the waitress broken a computer before breaking?,1.0,-1.5,2.5,True,0.3112490177154541
phi3.5:latest,mlm,494,island_effects,adjunct_island,Who does a student embarrass before hiring Monica?,Who does a student embarrass Monica before hiring?,1.0,1.0,0.0,False,0.3115251064300537
phi3.5:latest,mlm,495,island_effects,adjunct_island,Who did Kevin attack before concealing Alicia?,Who did Kevin attack Alicia before concealing?,1.0,1.0,0.0,False,0.3131551742553711
phi3.5:latest,mlm,496,island_effects,adjunct_island,Who can the man respect before helping Janice?,Who can the man respect Janice before helping?,1.0,-1.0,2.0,True,0.3118767738342285
phi3.5:latest,mlm,497,island_effects,adjunct_island,What was Alicia going to after disgusting all hospitals?,What was Alicia going to all hospitals after disgusting?,-1.5,-2.5,1.0,True,0.4169647693634033
phi3.5:latest,mlm,498,island_effects,adjunct_island,Who has Becky visited while confusing most drivers?,Who has Becky visited most drivers while confusing?,-1.0,-2.5,1.5,True,0.31239914894104004
phi3.5:latest,mlm,499,island_effects,adjunct_island,Who should most guests hate after hiding Dan?,Who should most guests hate Dan after hiding?,-1.0,-1.0,0.0,False,0.311586856842041
phi3.5:latest,mlm,500,island_effects,adjunct_island,Who is Kayla questioning while arguing about this teenager?,Who is Kayla questioning this teenager while arguing about?,1.0,-1.0,2.0,True,0.3124520778656006
phi3.5:latest,mlm,501,island_effects,adjunct_island,What is Tracy boycotting without selling all public parks?,What is Tracy boycotting all public parks without selling?,-1.0,-1.0,0.0,False,0.4166269302368164
phi3.5:latest,mlm,502,island_effects,adjunct_island,Who had Vincent admired before attacking Gerald?,Who had Vincent admired Gerald before attacking?,1.5,1.5,0.0,False,0.3115971088409424
phi3.5:latest,mlm,503,island_effects,adjunct_island,Who was a customer hurting after helping Brenda?,Who was a customer hurting Brenda after helping?,1.0,0.0,1.0,True,0.31126928329467773
phi3.5:latest,mlm,504,island_effects,adjunct_island,Who was Dennis upsetting while appreciating Lucille?,Who was Dennis upsetting Lucille while appreciating?,-1.0,-1.5,0.5,True,0.31243276596069336
phi3.5:latest,mlm,505,island_effects,adjunct_island,Who are those eyes boring after hurting Jeffrey?,Who are those eyes boring Jeffrey after hurting?,-1.5,-1.5,0.0,False,0.312701940536499
phi3.5:latest,mlm,506,island_effects,adjunct_island,What has Becky ascended while describing that hill?,What has Becky ascended that hill while describing?,0.0,-1.0,1.0,True,0.30979490280151367
phi3.5:latest,mlm,507,island_effects,adjunct_island,Who did Rebecca see after concealing Elizabeth?,Who did Rebecca see Elizabeth after concealing?,1.0,-1.0,2.0,True,0.3111250400543213
phi3.5:latest,mlm,508,island_effects,adjunct_island,Who had the companies helped before criticizing James?,Who had the companies helped James before criticizing?,0.0,-1.0,1.0,True,0.31122398376464844
phi3.5:latest,mlm,509,island_effects,adjunct_island,Who was Robert escaping from while praising Patricia?,Who was Robert escaping from Patricia while praising?,1.0,-1.5,2.5,True,0.31420397758483887
phi3.5:latest,mlm,510,island_effects,adjunct_island,Who was Barbara worrying without escaping from Samuel?,Who was Barbara worrying Samuel without escaping from?,-1.0,-1.5,0.5,True,0.31065917015075684
phi3.5:latest,mlm,511,island_effects,adjunct_island,Who was Lisa disturbing without disturbing Ronald?,Who was Lisa disturbing Ronald without disturbing?,1.0,-1.0,2.0,True,0.3114907741546631
phi3.5:latest,mlm,512,island_effects,adjunct_island,Who were many teachers complaining about while leaving Susan?,Who were many teachers complaining about Susan while leaving?,-1.0,-1.5,0.5,True,0.3122239112854004
phi3.5:latest,mlm,513,island_effects,adjunct_island,Who can all mushrooms shock without irritating some cashier?,Who can all mushrooms shock some cashier without irritating?,-2.5,-2.5,0.0,False,0.4157712459564209
phi3.5:latest,mlm,514,island_effects,adjunct_island,Who could Frank observe before concealing Robert?,Who could Frank observe Robert before concealing?,1.0,0.0,1.0,True,0.3105509281158447
phi3.5:latest,mlm,515,island_effects,adjunct_island,Who is Vincent firing without hurting Michelle?,Who is Vincent firing Michelle without hurting?,1.0,-1.0,2.0,True,0.3117849826812744
phi3.5:latest,mlm,516,island_effects,adjunct_island,What has that patient ascended without buying most ladders?,What has that patient ascended most ladders without buying?,-1.5,-1.5,0.0,False,0.31202268600463867
phi3.5:latest,mlm,517,island_effects,adjunct_island,Who did Nicole cure after confusing Eric?,Who did Nicole cure Eric after confusing?,1.0,1.0,0.0,False,0.3107728958129883
phi3.5:latest,mlm,518,island_effects,adjunct_island,What might that customer scan before criticizing every essay?,What might that customer scan every essay before criticizing?,1.0,1.0,0.0,False,0.3133840560913086
phi3.5:latest,mlm,519,island_effects,adjunct_island,Who has Craig cared for before appreciating Todd?,Who has Craig cared for Todd before appreciating?,0.0,-1.0,1.0,True,0.31298089027404785
phi3.5:latest,mlm,520,island_effects,adjunct_island,What was Veronica lifting after leaving a lot of grocery stores?,What was Veronica lifting a lot of grocery stores after leaving?,1.0,-1.5,2.5,True,0.41629528999328613
phi3.5:latest,mlm,521,island_effects,adjunct_island,Who would all sketches look like while disgusting Sally?,Who would all sketches look like Sally while disgusting?,-2.5,-2.5,0.0,False,0.41544508934020996
phi3.5:latest,mlm,522,island_effects,adjunct_island,What does Joseph fix without finding most screens?,What does Joseph fix most screens without finding?,1.0,1.0,0.0,False,0.31193113327026367
phi3.5:latest,mlm,523,island_effects,adjunct_island,Who do all girls talk to while hugging Amy?,Who do all girls talk to Amy while hugging?,0.0,-1.0,1.0,True,0.3114171028137207
phi3.5:latest,mlm,524,island_effects,adjunct_island,Who should Roger care for before hiring every doctor?,Who should Roger care for every doctor before hiring?,-1.0,-1.0,0.0,False,0.3114330768585205
phi3.5:latest,mlm,525,island_effects,adjunct_island,Who had Becca cured before scaring Vanessa?,Who had Becca cured Vanessa before scaring?,0.0,-1.5,1.5,True,0.3102431297302246
phi3.5:latest,mlm,526,island_effects,adjunct_island,Who was some boy hugging after disgusting the Borgias?,Who was some boy hugging the Borgias after disgusting?,-1.5,-1.5,0.0,False,0.4161210060119629
phi3.5:latest,mlm,527,island_effects,adjunct_island,What had Christina distracted without alarming the governments?,What had Christina distracted the governments without alarming?,-1.0,-1.5,0.5,True,0.312075138092041
phi3.5:latest,mlm,528,island_effects,adjunct_island,Who did some customers disagree with while questioning Melanie?,Who did some customers disagree with Melanie while questioning?,1.0,-1.0,2.0,True,0.31137824058532715
phi3.5:latest,mlm,529,island_effects,adjunct_island,What have the Impressionists toured without skated around some hills?,What have the Impressionists toured some hills without skated around?,-2.5,-2.5,0.0,False,0.415924072265625
phi3.5:latest,mlm,530,island_effects,adjunct_island,What was Sara wearing while thinking about the dresses?,What was Sara wearing the dresses while thinking about?,1.5,-1.0,2.5,True,0.3126518726348877
phi3.5:latest,mlm,531,island_effects,adjunct_island,Who had Gerald questioned before investigating Beth?,Who had Gerald questioned Beth before investigating?,1.0,1.0,0.0,False,0.3111701011657715
phi3.5:latest,mlm,532,island_effects,adjunct_island,What are most actors climbing down without climbing up most hills?,What are most actors climbing down most hills without climbing up?,-1.0,-1.0,0.0,False,0.31183624267578125
phi3.5:latest,mlm,533,island_effects,adjunct_island,What is Regina cleaning before breaking those convertibles?,What is Regina cleaning those convertibles before breaking?,1.0,-1.0,2.0,True,0.3115570545196533
phi3.5:latest,mlm,534,island_effects,adjunct_island,Who will Monet heal before embarrassing Rachelle?,Who will Monet heal Rachelle before embarrassing?,-2.5,-2.5,0.0,False,0.31649088859558105
phi3.5:latest,mlm,535,island_effects,adjunct_island,What would Tammy exit before skated around this river?,What would Tammy exit this river before skated around?,-1.0,-1.0,0.0,False,0.31319594383239746
phi3.5:latest,mlm,536,island_effects,adjunct_island,Who might Jason discuss before shocking Sherry?,Who might Jason discuss Sherry before shocking?,1.5,0.0,1.5,True,0.3106729984283447
phi3.5:latest,mlm,537,island_effects,adjunct_island,Who had that driver discovered while criticizing some patient?,Who had that driver discovered some patient while criticizing?,-1.5,-2.5,1.0,True,0.31124019622802734
phi3.5:latest,mlm,538,island_effects,adjunct_island,What does Gina run around while insulting the closet?,What does Gina run around the closet while insulting?,-2.5,-1.0,-1.5,False,0.31133222579956055
phi3.5:latest,mlm,539,island_effects,adjunct_island,Who has the documentary distracted before annoying Theresa?,Who has the documentary distracted Theresa before annoying?,0.0,-1.0,1.0,True,0.3116600513458252
phi3.5:latest,mlm,540,island_effects,adjunct_island,What has Dana dropped by after running around the bank?,What has Dana dropped by the bank after running around?,1.0,1.5,-0.5,False,0.3119509220123291
phi3.5:latest,mlm,541,island_effects,adjunct_island,What would some photographs look like without looking like most eggplants?,What would some photographs look like most eggplants without looking like?,-1.0,-2.5,1.5,True,0.31357789039611816
phi3.5:latest,mlm,542,island_effects,adjunct_island,Who has Robert seen without referencing Andrew?,Who has Robert seen Andrew without referencing?,1.0,-1.0,2.0,True,0.31102895736694336
phi3.5:latest,mlm,543,island_effects,adjunct_island,Who might this picture shock without disgusting Carrie?,Who might this picture shock Carrie without disgusting?,1.0,1.0,0.0,False,0.3126091957092285
phi3.5:latest,mlm,544,island_effects,adjunct_island,Who had Ellen respected without talking to Clyde?,Who had Ellen respected Clyde without talking to?,1.0,-1.0,2.0,True,0.3131141662597656
phi3.5:latest,mlm,545,island_effects,adjunct_island,What is Derek ascending without noticing every ladder?,What is Derek ascending every ladder without noticing?,1.0,1.0,0.0,False,0.31389880180358887
phi3.5:latest,mlm,546,island_effects,adjunct_island,Who does Sherry complain about after questioning Phillip?,Who does Sherry complain about Phillip after questioning?,1.5,1.0,0.5,True,0.31209421157836914
phi3.5:latest,mlm,547,island_effects,adjunct_island,What is Brett biking to without returning to the grocery stores?,What is Brett biking to the grocery stores without returning to?,1.0,-1.0,2.0,True,0.4169161319732666
phi3.5:latest,mlm,548,island_effects,adjunct_island,What is Lissa cleaning while taking the lights?,What is Lissa cleaning the lights while taking?,-1.5,-2.5,1.0,True,0.3117177486419678
phi3.5:latest,mlm,549,island_effects,adjunct_island,Who had all steps bothered while disgusting Patricia?,Who had all steps bothered Patricia while disgusting?,-2.5,-2.5,0.0,False,0.41474318504333496
phi3.5:latest,mlm,550,island_effects,adjunct_island,What has Patrick cured after concealing every turtle?,What has Patrick cured every turtle after concealing?,1.0,-1.0,2.0,True,0.3127579689025879
phi3.5:latest,mlm,551,island_effects,adjunct_island,What has Marla cleaned after wearing those shoes?,What has Marla cleaned those shoes after wearing?,1.0,1.0,0.0,False,0.311460018157959
phi3.5:latest,mlm,552,island_effects,adjunct_island,Who will Ronald stun while listening to Jeffrey?,Who will Ronald stun Jeffrey while listening to?,1.0,0.0,1.0,True,0.31027793884277344
phi3.5:latest,mlm,553,island_effects,adjunct_island,What was Melinda revealing without finding a mushroom?,What was Melinda revealing a mushroom without finding?,1.0,-1.0,2.0,True,0.3140079975128174
phi3.5:latest,mlm,554,island_effects,adjunct_island,What are these boys noticing without finding all turtles?,What are these boys noticing all turtles without finding?,0.0,-1.5,1.5,True,0.3129138946533203
phi3.5:latest,mlm,555,island_effects,adjunct_island,What are men climbing up after going to many mountains?,What are men climbing up many mountains after going to?,1.0,-1.0,2.0,True,0.311229944229126
phi3.5:latest,mlm,556,island_effects,adjunct_island,Who had the Lutherans confused while disgusting that man?,Who had the Lutherans confused that man while disgusting?,-1.0,-1.5,0.5,True,0.31206488609313965
phi3.5:latest,mlm,557,island_effects,adjunct_island,Who might Thomas forget before healing Katherine?,Who might Thomas forget Katherine before healing?,1.0,-1.0,2.0,True,0.31233906745910645
phi3.5:latest,mlm,558,island_effects,adjunct_island,What has Katherine concealed before cleaning those unicycles?,What has Katherine concealed those unicycles before cleaning?,1.5,-1.0,2.5,True,0.3117671012878418
phi3.5:latest,mlm,559,island_effects,adjunct_island,Who was Monet talking about without shocking Monet?,Who was Monet talking about Monet without shocking?,-1.0,-1.5,0.5,True,0.31078386306762695
phi3.5:latest,mlm,560,island_effects,adjunct_island,Who was Deborah concealing while observing Ann?,Who was Deborah concealing Ann while observing?,0.0,-1.5,1.5,True,0.31092214584350586
phi3.5:latest,mlm,561,island_effects,adjunct_island,Who should books aggravate before disagreeing with Melinda?,Who should books aggravate Melinda before disagreeing with?,-1.0,-1.0,0.0,False,0.3116321563720703
phi3.5:latest,mlm,562,island_effects,adjunct_island,What has Ann admired while revealing a rug?,What has Ann admired a rug while revealing?,1.0,-2.5,3.5,True,0.31082701683044434
phi3.5:latest,mlm,563,island_effects,adjunct_island,Who did Christina hug after worrying the Lutherans?,Who did Christina hug the Lutherans after worrying?,1.0,-1.0,2.0,True,0.3136780261993408
phi3.5:latest,mlm,564,island_effects,adjunct_island,Who might Kristin visit before boring Maria?,Who might Kristin visit Maria before boring?,1.0,-1.0,2.0,True,0.30965495109558105
phi3.5:latest,mlm,565,island_effects,adjunct_island,Who could this hamster find after annoying Russell?,Who could this hamster find Russell after annoying?,1.0,-1.0,2.0,True,0.3111400604248047
phi3.5:latest,mlm,566,island_effects,adjunct_island,Who had Galileo complained about after stunning Wayne?,Who had Galileo complained about Wayne after stunning?,-1.0,-2.5,1.5,True,0.3113980293273926
phi3.5:latest,mlm,567,island_effects,adjunct_island,Who has Elizabeth approached before escaping from Sarah?,Who has Elizabeth approached Sarah before escaping from?,0.0,-1.0,1.0,True,0.30942487716674805
phi3.5:latest,mlm,568,island_effects,adjunct_island,What was Steve cleaning while discovering this casserole?,What was Steve cleaning this casserole while discovering?,-1.0,-2.5,1.5,True,0.3135819435119629
phi3.5:latest,mlm,569,island_effects,adjunct_island,What should these ladies look like before buying this sketch?,What should these ladies look like this sketch before buying?,1.0,0.0,1.0,True,0.3109917640686035
phi3.5:latest,mlm,570,island_effects,adjunct_island,Who has this ladder worried while scaring Larry?,Who has this ladder worried Larry while scaring?,-1.5,-2.5,1.0,True,0.31089091300964355
phi3.5:latest,mlm,571,island_effects,adjunct_island,What were the women descending without buying all steps?,What were the women descending all steps without buying?,-1.0,-1.0,0.0,False,0.3106381893157959
phi3.5:latest,mlm,572,island_effects,adjunct_island,Who had that waitress insulted while worrying Veronica?,Who had that waitress insulted Veronica while worrying?,-1.0,-2.5,1.5,True,0.31067872047424316
phi3.5:latest,mlm,573,island_effects,adjunct_island,Who has Craig approached after revealing Gary?,Who has Craig approached Gary after revealing?,1.0,-1.0,2.0,True,0.3106048107147217
phi3.5:latest,mlm,574,island_effects,adjunct_island,Who had every actress hidden before scaring Jessica?,Who had every actress hidden Jessica before scaring?,-1.0,-2.5,1.5,True,0.3115999698638916
phi3.5:latest,mlm,575,island_effects,adjunct_island,What had Erin passed while skated around every restaurant?,What had Erin passed every restaurant while skated around?,-1.0,-1.0,0.0,False,0.3122680187225342
phi3.5:latest,mlm,576,island_effects,adjunct_island,What was Tamara looking like without hiding every photograph?,What was Tamara looking like every photograph without hiding?,-1.0,-1.5,0.5,True,0.3113420009613037
phi3.5:latest,mlm,577,island_effects,adjunct_island,What had the Clintons broken without fixing this couch?,What had the Clintons broken this couch without fixing?,1.0,1.0,0.0,False,0.31123876571655273
phi3.5:latest,mlm,578,island_effects,adjunct_island,What had Bill toured after bringing every mall?,What had Bill toured every mall after bringing?,-1.0,-1.0,0.0,False,0.31279587745666504
phi3.5:latest,mlm,579,island_effects,adjunct_island,What have the Borgias revealed after exploring some restaurants?,What have the Borgias revealed some restaurants after exploring?,1.0,0.0,1.0,True,0.31233692169189453
phi3.5:latest,mlm,580,island_effects,adjunct_island,Who was Stacy returning to after stunning Todd?,Who was Stacy returning to Todd after stunning?,1.0,-1.5,2.5,True,0.31196117401123047
phi3.5:latest,mlm,581,island_effects,adjunct_island,What have these actresses looked like while bringing that painting?,What have these actresses looked like that painting while bringing?,-2.5,-2.5,0.0,False,0.3116176128387451
phi3.5:latest,mlm,582,island_effects,adjunct_island,Who was Bethany approaching while bothering every customer?,Who was Bethany approaching every customer while bothering?,1.0,-1.0,2.0,True,0.3119821548461914
phi3.5:latest,mlm,583,island_effects,adjunct_island,Who have many snakes scared after astounding Galileo?,Who have many snakes scared Galileo after astounding?,-2.5,-2.5,0.0,False,0.31293487548828125
phi3.5:latest,mlm,584,island_effects,adjunct_island,Who was Katherine criticizing after referencing Veronica?,Who was Katherine criticizing Veronica after referencing?,1.5,0.0,1.5,True,0.31020212173461914
phi3.5:latest,mlm,585,island_effects,adjunct_island,Who was some cafe shocking after irritating the senators?,Who was some cafe shocking the senators after irritating?,-1.5,-2.5,1.0,True,0.3122279644012451
phi3.5:latest,mlm,586,island_effects,adjunct_island,What does Lori think about without noticing many schools?,What does Lori think about many schools without noticing?,-1.0,1.0,-2.0,False,0.3116579055786133
phi3.5:latest,mlm,587,island_effects,adjunct_island,What had some ladies thought about while buying these prints?,What had some ladies thought about these prints while buying?,1.5,0.0,1.5,True,0.31044602394104004
phi3.5:latest,mlm,588,island_effects,adjunct_island,Who should a lot of glasses upset without hurting Homer?,Who should a lot of glasses upset Homer without hurting?,-1.5,-1.5,0.0,False,0.4148890972137451
phi3.5:latest,mlm,589,island_effects,adjunct_island,What has Paul biked to after thinking about some museum?,What has Paul biked to some museum after thinking about?,1.0,-1.0,2.0,True,0.3110039234161377
phi3.5:latest,mlm,590,island_effects,adjunct_island,Who did all pants astound without irritating many pedestrians?,Who did all pants astound many pedestrians without irritating?,-1.5,-2.5,1.0,True,0.41678404808044434
phi3.5:latest,mlm,591,island_effects,adjunct_island,What might every actress lift before appreciating a book?,What might every actress lift a book before appreciating?,1.0,0.0,1.0,True,0.312114953994751
phi3.5:latest,mlm,592,island_effects,adjunct_island,Who is Ellen healing after hurting Gregory?,Who is Ellen healing Gregory after hurting?,-1.0,-1.0,0.0,False,0.31026482582092285
phi3.5:latest,mlm,593,island_effects,adjunct_island,Who would this guest impress without approaching the women?,Who would this guest impress the women without approaching?,1.0,-1.0,2.0,True,0.310258150100708
phi3.5:latest,mlm,594,island_effects,adjunct_island,Who is the waitress watching without discovering Joel?,Who is the waitress watching Joel without discovering?,1.0,-1.0,2.0,True,0.31164097785949707
phi3.5:latest,mlm,595,island_effects,adjunct_island,Who was Daniel hurting while admiring every senator?,Who was Daniel hurting every senator while admiring?,-1.0,-2.5,1.5,True,0.31228017807006836
phi3.5:latest,mlm,596,island_effects,adjunct_island,Who has Jodi criticized after hiding Paula?,Who has Jodi criticized Paula after hiding?,0.0,0.0,0.0,False,0.31139206886291504
phi3.5:latest,mlm,597,island_effects,adjunct_island,What had Ronald driven to while concealing art galleries?,What had Ronald driven to art galleries while concealing?,0.0,-1.0,1.0,True,0.31403422355651855
phi3.5:latest,mlm,598,island_effects,adjunct_island,Who would some newspaper article disagree with without stunning Stacey?,Who would some newspaper article disagree with Stacey without stunning?,-1.0,-1.5,0.5,True,0.41626787185668945
phi3.5:latest,mlm,599,island_effects,adjunct_island,Who was Sandra leaving while discussing Lisa?,Who was Sandra leaving Lisa while discussing?,1.0,-1.0,2.0,True,0.31119799613952637
phi3.5:latest,mlm,600,island_effects,adjunct_island,Who was every school firing before boasting about Steve?,Who was every school firing Steve before boasting about?,-1.0,-1.5,0.5,True,0.3124120235443115
phi3.5:latest,mlm,601,island_effects,adjunct_island,Who were some pedestrians observing before describing those guests?,Who were some pedestrians observing those guests before describing?,1.0,1.0,0.0,False,0.31130003929138184
phi3.5:latest,mlm,602,island_effects,adjunct_island,What had every sketch resembled before looking like some sketch?,What had every sketch resembled some sketch before looking like?,-1.0,-1.5,0.5,True,0.3113570213317871
phi3.5:latest,mlm,603,island_effects,adjunct_island,Who was the person bothering before observing Helen?,Who was the person bothering Helen before observing?,1.0,1.0,0.0,False,0.311690092086792
phi3.5:latest,mlm,604,island_effects,adjunct_island,Who had this book astounded without distracting Beth?,Who had this book astounded Beth without distracting?,-1.0,-1.0,0.0,False,0.31420016288757324
phi3.5:latest,mlm,605,island_effects,adjunct_island,Who was every adult visiting while disgusting Monica?,Who was every adult visiting Monica while disgusting?,-1.0,-2.5,1.5,True,0.31474804878234863
phi3.5:latest,mlm,606,island_effects,adjunct_island,What had Alan messed up while discussing this school?,What had Alan messed up this school while discussing?,0.0,-1.0,1.0,True,0.3121809959411621
phi3.5:latest,mlm,607,island_effects,adjunct_island,Who should Stephanie praise after talking to the drivers?,Who should Stephanie praise the drivers after talking to?,1.5,0.0,1.5,True,0.31032514572143555
phi3.5:latest,mlm,608,island_effects,adjunct_island,What has Elizabeth arrived at after buying some river?,What has Elizabeth arrived at some river after buying?,-2.5,-1.0,-1.5,False,0.31241798400878906
phi3.5:latest,mlm,609,island_effects,adjunct_island,Who has Bill appreciated while disturbing Richard?,Who has Bill appreciated Richard while disturbing?,-1.0,-2.5,1.5,True,0.3107750415802002
phi3.5:latest,mlm,610,island_effects,adjunct_island,What was Richard touring after stunning Harvard University?,What was Richard touring Harvard University after stunning?,1.0,-1.0,2.0,True,0.31125402450561523
phi3.5:latest,mlm,611,island_effects,adjunct_island,Who had many people healed while working with April?,Who had many people healed April while working with?,-1.0,-2.5,1.5,True,0.3126242160797119
